Property Address,Parcel Number,Inspection Date,Grade,License Status,Expiration Date,Mappable Address
812 Stoughton Street,912108354011,08/17/2010,Class B,Issued,10/14/2021,"812 Stoughton Street
Urbana, IL
(-88.2189, 40.1138)"
611 West Elm Street,922117111001,02/12/2019,Class N,Issued,10/14/2021,"611 West Elm Street
Urbana, IL
(40.111217, -88.21583)"
614 West Illinois Street,922117113007,12/23/2008,Class B,Issued,10/14/2021,"614 West Illinois Street
Urbana, IL
(-88.2158, 40.1093)"
1903 East Michigan Avenue,922116476004,03/27/2018,Class B,Issued,10/14/2021,"1903 East Michigan Avenue
Urbana, IL
(40.1015090942, -88.18409729)"
1004 South Lierman Avenue Unit D,922116402054,07/21/2014,Class B,Issued,,"1004 South Lierman Avenue
Unit D Urbana, IL
(-88.1887, 40.1047)"
1403 Wiley Drive,922116352004,06/22/2016,Class B,Issued,10/14/2021,"1403 Wiley Drive
Urbana, IL
(-88.1982, 40.1002)"
2205 East Country Squire Drive,912115306010,02/25/2015,Class B,Issued,10/14/2021,"2205 East Country Squire Drive
Urbana, IL
(-88.1791, 40.1024)"
2930 Rutherford Drive,912110406026,03/17/2015,Class B,Issued,10/14/2021,"2930 Rutherford Drive
Urbana, IL
(-88.165, 40.1146)"
1109 East Oregon Street,922116179005,12/13/2012,Class B,Issued,10/14/2020,"1109 East Oregon Street
Urbana, IL
(-88.1947, 40.1074)"
702 West Green Street,922117106016,08/15/2012,Class B,Issued,10/14/2021,"702 West Green Street
Urbana, IL
(-88.2163, 40.1109)"
914 North Gregory Street,912107282009,12/14/2011,Class B,Expired,,"914 North Gregory Street
Urbana, IL
(-88.2209, 40.1212)"
913 Crestwood Drive,922116306009,02/18/2016,Class B,Issued,10/14/2018,"913 Crestwood Drive
Urbana, IL
(-88.1967, 40.103)"
1101 Geraldine Avenue,912108277011,10/05/2010,Class B,Issued,10/14/2021,"1101 Geraldine Avenue
Urbana, IL
(-88.2031, 40.1231)"
207 West Vermont Avenue,932117382007,12/04/2019,Class B,Issued,10/14/2021,"207 West Vermont Avenue
Urbana, IL
(40.0996360779, -88.2104721069)"
904 North Broadway Avenue Unit 202,912108257051,02/04/2008,Class B,Issued,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
1005 Colorado Avenue,932121152007,02/05/2013,Class B,Issued,10/14/2021,"1005 Colorado Avenue
Urbana, IL
(-88.1951, 40.0944)"
905 Wabash Avenue,922116303018,07/26/2012,Class A,Issued,10/14/2021,"905 Wabash Avenue
Urbana, IL
(-88.197, 40.1052)"
1006 East Michigan Avenue,922116307040,03/17/2016,Class B,Issued,,"1006 East Michigan Avenue
Urbana, IL
(-88.1963, 40.1018)"
305 North Lincoln Avenue,912107485001,02/10/2009,Class B,Issued,,"305 North Lincoln Avenue
Urbana, IL
(-88.22, 40.1147)"
903 Division Avenue,912108257013,06/12/2017,Class B,Fee Exempt Registration,10/14/2020,"903 Division Avenue
Urbana, IL
(40.1215705872, -88.2055511475)"
904 North Broadway Avenue Unit 6,912108257019,02/08/2008,Class B,Issued,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
3019 Rutherford Drive,912110407046,03/12/2015,Class B,Issued,10/14/2021,"3019 Rutherford Drive
Urbana, IL
(-88.1635, 40.116)"
606 West Michigan Avenue,932117308028,07/17/2009,Class B,Issued,10/14/2020,"606 West Michigan Avenue
Urbana, IL
(-88.2151, 40.1022)"
1604 Rutledge Drive,922116480019,01/08/2015,Class B,Expired,10/14/2021,"1604 Rutledge Drive
Urbana, IL
(-88.182, 40.0992)"
603 South Lynn Street,922116157005,12/19/2012,Class B,Issued,10/14/2021,"603 South Lynn Street
Urbana, IL
(-88.1981, 40.1082)"
102 Grove Street,922117232001,06/12/2015,Class B,Issued,10/14/2021,"102 Grove Street
Urbana, IL
(-88.2012, 40.1127)"
2001 East Washington Street,922116428019,02/02/2015,Class B,Issued,10/14/2021,"2001 East Washington Street
Urbana, IL
(-88.1828, 40.1054)"
710 West California Avenue,922117155011,11/27/2012,Class B,Issued,,"710 West California Avenue
Urbana, IL
(-88.2171, 40.1085)"
107 South Birch Street,922117131012,01/17/2020,Class B,Issued,10/14/2021,"107 South Birch Street
Urbana, IL
(40.1118621826, -88.2119750977)"
3020 East Stillwater Landing Unit 201,932122406005,12/18/2017,Class B,Issued,10/14/2021,"3020 East Stillwater Landing
Urbana, IL
(40.090385, -88.16655)"
603 East California Avenue,922117283002,06/12/2009,Class B,Expired,10/14/2021,"603 East California Avenue
Urbana, IL
(-88.2009, 40.1083)"
401 West Park Street,912108328007,06/20/2008,Class A,Expired,10/14/2020,"401 West Park Street
Urbana, IL
(-88.2111, 40.1172)"
104 Central Avenue,912108384004,07/06/2007,Class B,Expired,10/14/2021,"104 Central Avenue
Urbana, IL
(-88.2112, 40.1134)"
2012 Vawter Street,932121180006,02/22/2013,Class B,Issued,10/14/2021,"2012 Vawter Street
Urbana, IL
(-88.1915, 40.0923)"
809 South Busey Avenue,922117154013,09/10/2018,Class B,Temporarily Not a Rental,10/14/2019,"809 South Busey Avenue
Urbana, IL
(40.1055603027, -88.2181091309)"
503 Anderson Street,922117279006,02/03/2016,Class B,Issued,10/14/2021,"503 Anderson Street
Urbana, IL
(-88.2004, 40.109)"
410 West Green Street,922117132010,06/05/2013,Class B,Issued,10/14/2021,"410 West Green Street
Urbana, IL
(-88.2128, 40.1109)"
501 West California Avenue,922117177006,06/04/2013,Class C,Issued,10/14/2021,"501 West California Avenue
Urbana, IL
(-88.2133, 40.1081)"
411 Kerr Avenue,912108280013,08/03/2010,Class A,Issued,10/14/2021,"411 Kerr Avenue
Urbana, IL
(-88.203, 40.1218)"
1001 South Lierman Avenue,922116401024,02/18/2008,Class C,Expired,10/14/2021,"1001 South Lierman Avenue
Urbana, IL
(-88.1887, 40.1042)"
1301 East Harding Drive,932121177007,01/28/2013,Class B,Expired,10/14/2021,"1301 East Harding Drive
Urbana, IL
(-88.193, 40.0936)"
606 West California Avenue,922117159011,02/27/2019,Class B,Issued,10/14/2021,"606 West California Avenue
Urbana, IL
(40.1085395813, -88.2149887085)"
1005 East Willard Street,932121380002,02/23/2017,Class B,Issued,10/14/2021,"1005 East Willard Street
Urbana, IL
(40.08406, -88.195984)"
604 South Race Street,922117256005,10/28/2019,Class B,Expired,10/14/2020,"604 South Race Street
Urbana, IL
(40.1080741882, -88.2085494995)"
403 West High Street,922117134006,04/01/2008,Class B,Expired,10/14/2021,"403 West High Street
Urbana, IL
(-88.2121, 40.1097)"
202 Hartle Avenue,922116129006,07/29/2009,Class B,Issued,10/14/2021,"202 Hartle Avenue
Urbana, IL
(-88.1919, 40.1118)"
1004 South Lierman Avenue Unit B,922116402052,07/21/2014,Class B,Issued,,"1004 South Lierman Avenue
Unit B Urbana, IL
(-88.1887, 40.1047)"
1103 Geraldine Avenue,912108277010,08/12/2010,Class B,Issued,,"1103 Geraldine Avenue
Urbana, IL
(-88.2031, 40.1233)"
2208 East Rainbow View,912115304032,02/22/2018,Class B,Issued,10/14/2021,"2208 East Rainbow View
Urbana, IL
(40.10385, -88.178925)"
601 West Green Street,922117112005,05/29/2013,Class B,Issued,10/14/2021,"601 West Green Street
Urbana, IL
(-88.2147, 40.1104)"
610 West Washington Street,922117162018,07/19/2013,Class B,Issued,10/14/2021,"610 West Washington Street
Urbana, IL
(-88.2154, 40.1058)"
603 West California Avenue,922117160008,07/22/2008,Class B,Issued,10/14/2021,"603 West California Avenue
Urbana, IL
(-88.2149, 40.108)"
202 Grove Street,922117236001,07/23/2009,Class C,Issued,,"202 Grove Street
Urbana, IL
(-88.201, 40.1116)"
302 West Illinois Street,922117138014,07/15/2019,Class B,Temporarily Not a Rental,10/14/2020,"302 West Illinois Street
Urbana, IL
(40.109352, -88.210625)"
310 South Cottage Grove Avenue,922116130005,07/16/2012,Class C,Issued,10/14/2021,"310 South Cottage Grove Avenue
Urbana, IL
(-88.1954, 40.1102)"
2111 East Rainbow View,912115305006,04/16/2015,Class B,Expired,10/14/2021,"2111 East Rainbow View
Urbana, IL
(-88.1798, 40.103)"
1312 South Broadway Avenue,932117455009,12/18/2019,Class B,Issued,10/14/2021,"1312 South Broadway Avenue
Urbana, IL
(40.1011, -88.2069)"
404 Springfield Avenue,922117130012,04/27/2010,Class B,Issued,10/14/2021,"404 Springfield Avenue
Urbana, IL
(-88.2121, 40.1125)"
2401 Whitson Circle,932121377019,04/12/2017,Class C,Expired,10/14/2019,"2401 Whitson Circle
Urbana, IL
(40.0868263245, -88.1926803589)"
1204 South Lynn Street,922116306002,03/21/2016,Class B,Issued,,"1204 South Lynn Street
Urbana, IL
(-88.1978, 40.1032)"
712 Ohio Street,932117306017,07/29/2009,Class B,Expired,10/14/2020,"712 Ohio Street
Urbana, IL
(-88.217, 40.104)"
703 West Nevada Street,922117158005,05/03/2018,Class B,Issued,10/14/2021,"703 West Nevada Street
Urbana, IL
(40.1061897278, -88.2164077759)"
1303 Beslin Street,912107406004,07/27/2011,Class B,Issued,10/14/2021,"1303 Beslin Street
Urbana, IL
(-88.2263, 40.1201)"
1002 Hill Street,912107428014,12/08/2011,Class B,Issued,10/14/2021,"1002 Hill Street
Urbana, IL
(-88.2209, 40.1194)"
112 West Vermont Avenue,932117452014,11/27/2019,Class B,Issued,10/14/2021,"112 West Vermont Avenue
Urbana, IL
(40.1001319885, -88.2086029053)"
705 West Elm Street,922117106005,07/11/2018,Class B,Issued,10/14/2021,"705 West Elm Street
Urbana, IL
(40.1112327576, -88.2167053223)"
806 Clark Street,912108352010,08/24/2010,Class B,Issued,10/14/2021,"806 Clark Street
Urbana, IL
(-88.2181, 40.1157)"
504 West Elm Street,922117110022,03/29/2019,Class B,Issued,10/14/2021,"504 West Elm Street
Urbana, IL
(40.11178, -88.21376)"
303 South Cottage Grove Avenue,922116112012,03/13/2012,Class B,Issued,,"303 South Cottage Grove Avenue
Urbana, IL
(-88.1961, 40.1106)"
904 North Broadway Avenue Unit 12,912108257025,02/08/2008,Class B,Expired,10/14/2019,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
804 Birch Street,922117185017,03/17/2009,Class B,Issued,10/14/2019,"804 Birch Street
Urbana, IL
(-88.2114, 40.1062)"
2201 Lantern Hill Drive,912115304010,03/12/2015,Class B,Issued,10/14/2021,"2201 Lantern Hill Drive
Urbana, IL
(-88.1795, 40.104)"
706 East High Street,922116106014,04/11/2012,Class B,Issued,10/14/2021,"706 East High Street
Urbana, IL
(-88.1995, 40.1103)"
1303 Bradley Avenue,912107203006,08/12/2011,Class B,Issued,10/14/2021,"1303 Bradley Avenue
Urbana, IL
(-88.227, 40.1271)"
706 West Oregon Street,922117156012,08/16/2018,Class C,Issued,10/14/2021,"706 West Oregon Street
Urbana, IL
(40.1076965332, -88.216758728)"
602 South Urbana Avenue,922117281001,01/22/2020,Class C,Issued,10/14/2021,"602 South Urbana Avenue
Urbana, IL
(40.1082420349, -88.203453064)"
504 South Busey Avenue,922117155002,12/19/2007,Class B,Issued,10/14/2021,"504 South Busey Avenue
Urbana, IL
(-88.2175, 40.1087)"
2004 Vawter Street,932121180002,01/25/2013,Class B,Issued,10/14/2021,"2004 Vawter Street
Urbana, IL
(-88.1915, 40.0933)"
1301 South Cottage Grove Avenue,922116307041,02/25/2016,Class A,Issued,10/14/2021,"1301 South Cottage Grove Avenue
Urbana, IL
(-88.1959, 40.1023)"
1208 Beslin Street,912107261009,08/04/2011,Class B,Issued,10/14/2021,"1208 Beslin Street
Urbana, IL
(-88.2251, 40.1204)"
1404 East Mumford Drive,932121327006,02/27/2017,Class C,Issued,10/14/2021,"1404 East Mumford Drive
Urbana, IL
(40.090935, -88.19125)"
707 Hawthorne Drive,922116307004,03/11/2016,Class B,Issued,10/14/2021,"707 Hawthorne Drive
Urbana, IL
(-88.1994, 40.1022)"
701 East Shurts Street,932121356001,03/16/2017,Class B,Issued,10/14/2021,"701 East Shurts Street
Urbana, IL
(40.086025238, -88.1991195679)"
103 South Poplar Street,922116126008,06/25/2009,Class B,Issued,10/14/2021,"103 South Poplar Street
Urbana, IL
(-88.1945, 40.1129)"
7 Shuman Circle,932120281010,07/28/2016,Class B,Issued,10/14/2020,"7 Shuman Circle
Urbana, IL
(-88.2013, 40.0921)"
2113 Lantern Hill Drive,912115304009,03/13/2015,Class A,Issued,,"2113 Lantern Hill Drive
Urbana, IL
(-88.1798, 40.1039)"
2009 Philo Road,932121180018,01/31/2013,Class B,Expired,10/14/2021,"2009 Philo Road
Urbana, IL
(-88.1907, 40.0925)"
2018 Fletcher Street,932121183001,05/15/2017,Class B,Issued,10/14/2021,"2018 Fletcher Street
Urbana, IL
(40.0912437439, -88.1925735474)"
907 Stoughton Street,912107487002,12/01/2008,Class B,Issued,,"907 Stoughton Street
Urbana, IL
(-88.2201, 40.1133)"
310 North Coler Avenue,912108362004,05/25/2017,Class C,Issued,10/14/2021,"310 North Coler Avenue
Urbana, IL
(40.1149559021, -88.215461731)"
1410 East Florida Avenue,922116382026,04/01/2016,Class B,Expired,,"1410 East Florida Avenue
Urbana, IL
(-88.191, 40.0986)"
906 East Harding Drive Unit 303,932121152038,05/03/2017,Class A,Issued,10/14/2021,"906 East Harding Drive
Urbana, IL
(40.094086, -88.19624)"
3007 A East Windsor Road,932127200016,12/14/2017,Class B,Issued,10/14/2021,"3007 A East Windsor Road
Urbana, IL
(40.0835609436, -88.1661834717)"
701 West Illinois Street,922117155008,12/18/2007,Class B,Expired,10/14/2018,"701 West Illinois Street
Urbana, IL
(-88.2162, 40.1089)"
3030 East Stillwater Landing Unit 202,932122406022,11/16/2017,Class B,Issued,10/14/2021,"3030 East Stillwater Landing
Urbana, IL
(40.090675, -88.166405)"
1014 Austin Drive,922116402029,08/28/2014,Class B,Expired,10/14/2021,"1014 Austin Drive
Urbana, IL
(-88.1873, 40.104)"
712 West Illinois Street,922117108003,11/16/2012,Class A,Issued,10/14/2021,"712 West Illinois Street
Urbana, IL
(-88.2174, 40.1093)"
801 West Green Street,922117103005,09/06/2018,Class B,Issued,10/14/2021,"801 West Green Street
Urbana, IL
(40.1103401184, -88.217956543)"
802 West Main Street,912108353020,10/18/2010,Class B,Expired,,"802 West Main Street
Urbana, IL
(-88.2176, 40.1147)"
1301 East Brighton Drive,932121179018,03/20/2017,Class B,Issued,10/14/2021,"1301 East Brighton Drive
Urbana, IL
(40.092823, -88.19264)"
305 South McCullough Street,922117128014,04/23/2008,Class B,Issued,10/14/2021,"305 South McCullough Street
Urbana, IL
(-88.2134, 40.1102)"
502 Shurts Street,932120476033,06/17/2013,Class B,Issued,10/14/2021,"502 Shurts Street
Urbana, IL
(-88.2022, 40.086)"
709 West California Avenue,922117156003,12/10/2007,Class B,Issued,10/14/2021,"709 West California Avenue
Urbana, IL
(-88.2169, 40.1081)"
107 East Mumford Drive,932120254020,09/02/2016,Class A,Issued,10/14/2021,"107 East Mumford Drive
Urbana, IL
(-88.207, 40.0936)"
2506 A South Anderson Street,932121357003,03/27/2017,Class B,Issued,10/14/2021,"2506 A South Anderson Street
Urbana, IL
(40.0848197937, -88.1991043091)"
1303 Beardsley Avenue,912107206007,08/01/2011,Class B,Issued,10/14/2021,"1303 Beardsley Avenue
Urbana, IL
(-88.2263, 40.1261)"
704 Church Street,912108305020,03/19/2014,Class C,Issued,10/14/2021,"704 Church Street
Urbana, IL
(-88.2161, 40.1186)"
903 Lanore Drive,922116402022,08/05/2014,Class B,Issued,10/14/2021,"903 Lanore Drive
Urbana, IL
(-88.1869, 40.1052)"
1304 South Vine Street,932117476001,05/27/2016,Class D,Issued,10/14/2021,"1304 South Vine Street
Urbana, IL
(-88.2046, 40.1015)"
506 East Green Street,922117235009,06/26/2007,Class B,Issued,10/14/2021,"506 East Green Street
Urbana, IL
(-88.2019, 40.1111)"
710 East Park Street,912109302005,12/06/2010,Class B,Expired,10/14/2019,"710 East Park Street
Urbana, IL
(-88.1995, 40.1174)"
502 West Green Street Unit 207,922117127029,02/28/2019,Class B,Issued,10/14/2021,"502 West Green Street
Urbana, IL
(40.1110687256, -88.2136001587)"
1710 James Cherry Drive,922116456025,05/09/2013,Class B,Issued,10/14/2021,"1710 James Cherry Drive
Urbana, IL
(-88.1852, 40.099)"
1005 East Water Street,912109379003,05/03/2012,Class B,Expired,10/14/2020,"1005 East Water Street
Urbana, IL
(-88.1943, 40.1138)"
300-600 Fairlawn Drive,932117428900,01/22/2020,Class B,Issued,10/14/2021,"300 600 Fairlawn Drive
Urbana, IL
(-88.20495, 40.103752)"
1002 East Harding Drive Unit 104,932121152019,05/04/2017,Class B,Temporarily Not a Rental,10/14/2019,"1002 East Harding Drive
Urbana, IL
(40.0940666199, -88.1957778931)"
1204 Fairlawn Drive,922116329019,02/23/2016,Class B,Issued,10/14/2021,"1204 Fairlawn Drive
Urbana, IL
(-88.1939, 40.1026)"
2206 Easy Street,912115301006,03/12/2015,Class B,Issued,10/14/2020,"2206 Easy Street
Urbana, IL
(-88.1792, 40.1052)"
1105 East Florida Avenue,932121126022,10/23/2017,Class B,Issued,10/14/2021,"1105 East Florida Avenue
Urbana, IL
(40.098106, -88.195045)"
602 West Michigan Avenue,932117308030,12/02/2009,Class B,Issued,10/14/2021,"602 West Michigan Avenue
Urbana, IL
(-88.2146, 40.1021)"
602 West Vermont Avenue,932117356025,01/06/2020,Class B,Issued,10/14/2021,"602 West Vermont Avenue
Urbana, IL
(40.1000862122, -88.2145614624)"
1308 East Brighton Drive,932121177019,02/28/2017,Class B,Issued,10/14/2021,"1308 East Brighton Drive
Urbana, IL
(40.0932846069, -88.1925354004)"
1204 East Brighton Drive Apt A,932121177013,02/23/2017,Class B,Issued,10/14/2021,"1204 East Brighton Drive
Apt A Urbana, IL
(40.0932884216, -88.1934890747)"
1010 South Busey Avenue,932117306005,12/06/2019,Class B,Issued,10/14/2021,"1010 South Busey Avenue
Urbana, IL
(40.1038665771, -88.2173309326)"
807 Hill Street,912108302011,02/07/2014,Class B,Issued,10/14/2021,"807 Hill Street
Urbana, IL
(-88.2178, 40.1189)"
412 West Washington Street,922117181004,04/04/2019,Class A,Issued,10/14/2021,"412 West Washington Street
Urbana, IL
(40.105758667, -88.212928772)"
404 South Busey Avenue,922117108002,08/03/2007,Class B,Issued,10/14/2021,"404 South Busey Avenue
Urbana, IL
(-88.2174, 40.1095)"
1404 South Jackson Road,922116459008,08/17/2018,Class B,Issued,10/14/2021,"1404 South Jackson Road
Urbana, IL
(40.0999145508, -88.1894836426)"
704 South Lincoln Avenue,922117153007,05/15/2018,Class B,Issued,10/14/2021,"704 South Lincoln Avenue
Urbana, IL
(40.1069412231, -88.2189331055)"
1305 East Michigan Avenue,922116377003,05/03/2016,Class B,Issued,10/14/2021,"1305 East Michigan Avenue
Urbana, IL
(-88.192, 40.1015)"
810 Church Street,912108302016,02/07/2014,Class B,Issued,10/14/2021,"810 Church Street
Urbana, IL
(-88.2182, 40.1184)"
1012 Clark Street,912107480016,03/30/2009,Class B,Issued,10/14/2021,"1012 Clark Street
Urbana, IL
(-88.2221, 40.1157)"
913 North Gregory Street,912107281012,12/13/2011,Class B,Expired,,"913 North Gregory Street
Urbana, IL
(-88.2214, 40.1211)"
802 East Colorado Avenue,932121106023,10/06/2017,Class A,Issued,10/14/2021,"802 East Colorado Avenue
Urbana, IL
(40.094902, -88.1974)"
611 West California Avenue,922117160001,04/30/2019,Class C,Expired,10/14/2020,"611 West California Avenue
Urbana, IL
(40.108089447, -88.2157821655)"
705 Sunny Lane,912115180026,03/26/2015,Class A,Issued,10/14/2021,"705 Sunny Lane
Urbana, IL
(-88.1729, 40.1067)"
1103 South Country Squire Drive,922116432013,02/20/2013,Class B,Expired,10/14/2021,"1103 South Country Squire Drive
Urbana, IL
(-88.1859, 40.1035)"
1308 East Florida Avenue,922116382017,02/11/2016,Class B,Issued,10/14/2020,"1308 East Florida Avenue
Urbana, IL
(-88.1926, 40.0986)"
811 West Main Street,912108354002,05/18/2011,Class A,Issued,10/14/2021,"811 West Main Street
Urbana, IL
(-88.2188, 40.1142)"
107 West Washington Street,932117401011,12/09/2009,Class A,Issued,,"107 West Washington Street
Urbana, IL
(-88.2082, 40.1052)"
805 South Lincoln Avenue,932118281007,12/07/2016,Class B,Issued,,"805 South Lincoln Avenue
Urbana, IL
(-88.2195, 40.1057)"
412 West Illinois Street,922117134008,05/05/2008,Class A,Issued,10/14/2021,"412 West Illinois Street
Urbana, IL
(-88.2129, 40.1093)"
2201 West Fletcher Street,932121330008,04/12/2017,Class B,Issued,10/14/2021,"2201 West Fletcher Street
Urbana, IL
(40.0896606445, -88.1931228638)"
3030 East Stillwater Landing Unit 102,932122406018,11/14/2017,Class A,Issued,10/14/2021,"3030 East Stillwater Landing
Urbana, IL
(40.090637207, -88.1663970947)"
411 West Park Street,912108328002,03/28/2011,Class B,Expired,10/14/2021,"411 West Park Street
Urbana, IL
(-88.2123, 40.1171)"
106 North Smith Road,912110382020,01/29/2013,Class A,Issued,10/14/2021,"106 North Smith Road
Urbana, IL
(-88.1784, 40.1137)"
915 North Gregory Street,912107281011,12/14/2011,Class B,Expired,10/14/2021,"915 North Gregory Street
Urbana, IL
(-88.2214, 40.1212)"
1302 East Mumford Drive,932121327001,06/06/2013,Class A,Issued,10/14/2021,"1302 East Mumford Drive
Urbana, IL
(-88.1928, 40.0909)"
1712 James Cherry Drive,922116456026,05/06/2013,Class B,Issued,,"1712 James Cherry Drive
Urbana, IL
(-88.1851, 40.0989)"
1308 Beech Street,912107255007,06/27/2011,Class C,Issued,,"1308 Beech Street
Urbana, IL
(-88.2267, 40.1224)"
801 West Nevada Street,922117154006,11/07/2012,Class B,Issued,10/14/2021,"801 West Nevada Street
Urbana, IL
(-88.2179, 40.1062)"
818 Hill Street,912108301012,07/30/2010,Class C,Expired,,"818 Hill Street
Urbana, IL
(-88.2188, 40.1194)"
403 South Coler Avenue,922117108014,07/25/2007,Class B,Issued,10/14/2020,"403 South Coler Avenue
Urbana, IL
(-88.2163, 40.1095)"
2506 South Vine Street,932120478016,06/10/2013,Class B,Issued,,"2506 South Vine Street
Urbana, IL
(-88.2013, 40.0846)"
2006 East Rainbow View,922116430021,01/08/2015,Class B,Issued,10/14/2021,"2006 East Rainbow View
Urbana, IL
(-88.183, 40.1034)"
106 South Lincoln Avenue,922117102025,07/09/2018,Class B,Issued,10/14/2021,"106 South Lincoln Avenue
Urbana, IL
(40.1116485596, -88.2188720703)"
104 North Lincoln Avenue,912108355020,06/04/2008,Class B,Expired,10/14/2021,"104 North Lincoln Avenue
Urbana, IL
(-88.219, 40.113)"
304 Thompson Street,912108227010,08/04/2010,Class A,Issued,,"304 Thompson Street
Urbana, IL
(-88.2049, 40.1261)"
111 South Lincoln Avenue,932118228022,02/02/2009,Class B,Issued,10/14/2020,"111 South Lincoln Avenue
Urbana, IL
(-88.2197, 40.1115)"
1109 Lanore Drive,922116404018,07/31/2014,Class B,Issued,10/14/2021,"1109 Lanore Drive
Urbana, IL
(-88.1869, 40.1029)"
306 South Coler Avenue,922117112006,06/12/2008,Class B,Issued,10/14/2021,"306 South Coler Avenue
Urbana, IL
(-88.2158, 40.1101)"
1005 Burkwood Drive,932121107008,08/17/2017,Class B,Issued,10/14/2021,"1005 Burkwood Drive
Urbana, IL
(40.0965690613, -88.1953430176)"
1009 South Cottage Grove Avenue,922116304023,03/03/2016,Class B,Issued,,"1009 South Cottage Grove Avenue
Urbana, IL
(-88.1959, 40.104)"
1503 Briarcliff Drive,922116453004,03/24/2016,Class B,Issued,10/14/2021,"1503 Briarcliff Drive
Urbana, IL
(-88.1902, 40.0998)"
1306 Briarcliff Drive,922116378035,04/05/2016,Class A,Expired,10/14/2021,"1306 Briarcliff Drive
Urbana, IL
(-88.1927, 40.1006)"
801 North Orchard Street,912108308015,04/16/2014,Class B,Issued,10/14/2021,"801 North Orchard Street
Urbana, IL
(-88.2148, 40.1193)"
708 North Lincoln Avenue,912108302002,01/23/2014,Class B,Issued,,"708 North Lincoln Avenue
Urbana, IL
(-88.2191, 40.1188)"
1403 South Busey Avenue,932117352007,11/19/2019,Class A,Issued,10/14/2021,"1403 South Busey Avenue
Urbana, IL
(40.1000556946, -88.2177963257)"
312 West Illinois Street,922117138009,12/09/2019,Class C,Temporarily Not a Rental,10/14/2020,"312 West Illinois Street
Urbana, IL
(40.109336853, -88.2115707397)"
203 South Coler Avenue,922117106008,07/11/2018,Class B,Issued,10/14/2021,"203 South Coler Avenue
Urbana, IL
(40.1110725403, -88.2163848877)"
1001 N Coler Avenue,912108153037,02/14/2012,Class B,Issued,10/14/2021,"1001 N Coler Avenue
Urbana, IL
(-88.2161, 40.1211)"
506 East Colorado Avenue,932120229030,09/14/2017,Class B,Issued,10/14/2021,"506 East Colorado Avenue
Urbana, IL
(40.094963, -88.201385)"
506 Sunny Lane,912115181003,03/26/2015,Class B,Issued,10/14/2021,"506 Sunny Lane
Urbana, IL
(-88.1723, 40.1079)"
801 South Maple Street,922117285019,11/05/2009,Class B,Issued,10/14/2021,"801 South Maple Street
Urbana, IL
(-88.2027, 40.1065)"
2306 East Delaware Avenue,912115354020,03/03/2015,Class A,Issued,10/14/2021,"2306 East Delaware Avenue
Urbana, IL
(-88.1779, 40.0999)"
503 Oakland Avenue,912108278002,11/04/2010,Class B,Issued,10/14/2021,"503 Oakland Avenue
Urbana, IL
(-88.2022, 40.1236)"
508 West High Street,922117128011,05/22/2008,Class B,Issued,10/14/2021,"508 West High Street
Urbana, IL
(-88.2138, 40.11)"
3020 East Stillwater Landing Unit 101,932122406001,11/21/2017,Class B,Issued,10/14/2021,"3020 East Stillwater Landing
Urbana, IL
(40.090393, -88.16672)"
607 South Cottage Grove Avenue,922116160007,07/01/2015,Class B,Issued,10/14/2020,"607 South Cottage Grove Avenue
Urbana, IL
(-88.196, 40.108)"
403 South Cottage Grove Avenue,922116112018,04/09/2012,Class B,Issued,10/14/2021,"403 South Cottage Grove Avenue
Urbana, IL
(-88.196, 40.1098)"
402 South Busey Avenue,922117108001,03/20/2019,Class A,Issued,10/14/2021,"402 South Busey Avenue
Urbana, IL
(40.109623, -88.21739)"
3013 Rutherford Drive,912110407049,03/12/2015,Class B,Issued,,"3013 Rutherford Drive
Urbana, IL
(-88.1635, 40.1157)"
704 West Illinois Street,922117108011,04/09/2018,Class B,Issued,10/14/2021,"704 West Illinois Street
Urbana, IL
(40.109314, -88.21661)"
614 A East Colorado Avenue,932121105007,10/23/2017,Class B,Issued,10/14/2021,"614 A East Colorado Avenue
Urbana, IL
(40.094975, -88.19929)"
1708 Pleasant Street,932120203007,09/14/2016,Class C,Issued,,"1708 Pleasant Street
Urbana, IL
(-88.206, 40.0971)"
405 West Illinois Street,922117178004,05/23/2019,Class C,Expired,10/14/2020,"405 West Illinois Street
Urbana, IL
(40.1089172363, -88.2123413086)"
601 West Nevada Street,922117162007,05/15/2019,Class B,Issued,10/14/2021,"601 West Nevada Street
Urbana, IL
(40.1062088013, -88.214553833)"
1507 East Washington Street,922116401022,05/02/2018,Class B,Issued,10/14/2021,"1507 East Washington Street
Urbana, IL
(40.1047935486, -88.1900939941)"
605 South Broadway Avenue Apt A,922117256014,08/09/2019,Class B,Issued,10/14/2021,"605 South Broadway Avenue
Apt A Urbana, IL
(40.1079177856, -88.2075653076)"
903 West Oregon Street,932118280008,11/09/2016,Class B,Issued,10/14/2021,"903 West Oregon Street
Urbana, IL
(-88.2197, 40.1067)"
508 Griggs Street,912108377007,07/06/2007,Class B,Issued,,"508 Griggs Street
Urbana, IL
(-88.2138, 40.1148)"
1908 Weaver Street,922116429015,01/06/2015,Class B,Issued,10/14/2021,"1908 Weaver Street
Urbana, IL
(-88.1837, 40.1044)"
